cycle,pangle,af,cmode
525,20.8,16.2542245,1.0,8.8
526,20.8333333,16.2504751,1.0,8.8
527,20.8666667,16.2467584,1.0,8.8
528,20.9,16.243081,1.0,8.8
529,20.9333333,16.239449,1.0,8.8
530,20.9666667,16.2358683,1.0,8.8
531,21.0,16.2323444,1.0,8.8
532,21.0333333,16.2288752,1.0,8.8
533,21.0666667,16.2254241,1.0,8.8
534,21.1,16.2219785,1.0,8.8
535,21.1333333,16.2185455,1.0,8.8
536,21.1666667,16.2151327,1.0,8.8
537,21.2,16.2117472,1.0,8.8
538,21.2333333,16.2083956,1.0,8.8
539,21.2666667,16.2050842,1.0,8.8
540,21.3,16.2018191,1.0,8.8
541,21.3333333,16.1986057,1.0,8.8
542,21.3666667,16.1954493,1.0,8.8
543,21.4,16.1923191,1.0,8.8
544,21.4333333,16.1891907,1.0,8.8
545,21.4666667,16.1860697,1.0,8.8
546,21.5,16.182964,1.0,8.8
547,21.5333333,16.1798807,1.0,8.8
548,21.5666667,16.1768266,1.0,8.8
549,21.6,16.173808,1.0,8.8
550,21.6333333,16.1708311,1.0,8.8
551,21.6666667,16.1679013,1.0,8.8
552,21.7,16.1650241,1.0,8.8
553,21.7333333,16.1621844,1.0,8.8
554,21.7666667,16.1593432,1.0,8.8
555,21.8,16.1565052,1.0,8.8
556,21.8333333,16.1536781,1.0,8.8
557,21.8666667,16.150869,1.0,8.8
558,21.9,16.1480849,1.0,8.8
559,21.9333333,16.1453321,1.0,8.8
560,21.9666667,16.1426168,1.0,8.8
561,22.0,16.139945,1.0,8.8
562,22.0333333,16.1373223,1.0,8.8
563,22.0666667,16.1346658,1.0,8.8
564,22.1,16.1316768,1.0,8.8
565,22.1333333,16.1283138,1.0,8.8
566,22.1666667,16.1246111,1.0,8.8
567,22.2,16.1206007,1.0,8.8
568,22.2333333,16.1163132,1.0,8.8
569,22.2666667,16.1117773,1.0,8.8
570,22.3,16.1070202,1.0,8.8
571,22.3333333,16.1020675,1.0,8.8
572,22.3666667,16.0969229,1.0,8.8
573,22.4,16.0915523,1.0,8.8
574,22.4333333,16.0859756,1.0,8.8
575,22.4666667,16.0802178,1.0,8.8
576,22.5,16.0743024,1.0,8.8
577,22.5333333,16.0682517,1.0,8.8
578,22.5666667,16.0620867,1.0,8.8
579,22.6,16.0558275,1.0,8.8
580,22.6333333,16.0494926,1.0,8.8
581,22.6666667,16.0430774,1.0,8.8
582,22.7,16.0365544,1.0,8.8
583,22.7333333,16.02994,1.0,8.8
584,22.7666667,16.0232526,1.0,8.8
585,22.8,16.0165098,1.0,8.8
586,22.8333333,16.0097281,1.0,8.8
587,22.8666667,16.002923,1.0,8.8
588,22.9,15.9961092,1.0,8.8
589,22.9333333,15.9893004,1.0,8.8
590,22.9666667,15.9824839,1.0,8.8
591,23.0,15.9756314,1.0,8.8
592,23.0333333,15.9687554,1.0,8.8
593,23.0666667,15.9618703,1.0,8.8
594,23.1,15.9549897,1.0,8.8
595,23.1333333,15.9481265,1.0,8.8
596,23.1666667,15.9412928,1.0,8.8
597,23.2,15.9344999,1.0,8.8
598,23.2333333,15.9277584,1.0,8.8
599,23.2666667,15.9210528,1.0,8.8
600,23.3,15.9143525,1.0,8.8
601,23.3333333,15.9076667,1.0,8.8
602,23.3666667,15.9010064,1.0,8.8
603,23.4,15.8943814,1.0,8.8
604,23.4333333,15.8878012,1.0,8.8
605,23.4666667,15.8812745,1.0,8.8
606,23.5,15.8748096,1.0,8.8
607,23.5333333,15.8684142,1.0,8.8
608,23.5666667,15.8620957,1.0,8.8
609,23.6,15.8558449,1.0,8.8
610,23.6333333,15.8496238,1.0,8.8
611,23.6666667,15.8434336,1.0,8.8
612,23.7,15.8372835,1.0,8.8
613,23.7333333,15.8311823,1.0,8.8
614,23.7666667,15.825138,1.0,8.8
615,23.8,15.8191585,1.0,8.8
616,23.8333333,15.8132509,1.0,8.8
617,23.8666667,15.807422,1.0,8.8
618,23.9,15.801678,1.0,8.8
619,23.9333333,15.7960223,1.0,8.8
620,23.9666667,15.7904222,1.0,8.8
621,24.0,15.7848591,1.0,8.8
622,24.0333333,15.7793396,1.0,8.8
623,24.0666667,15.773872,1.0,8.8
624,24.1,15.7684637,1.0,8.8
625,24.1333333,15.7631218,1.0,8.8
626,24.1666667,15.7578531,1.0,8.8
627,24.2,15.7526637,1.0,8.8
628,24.2333333,15.7475595,1.0,8.8
629,24.2666667,15.7425461,1.0,8.8
630,24.3,15.7376135,1.0,8.8
631,24.3333333,15.7327227,1.0,8.8
632,24.3666667,15.7278729,1.0,8.8
633,24.4,15.7230716,1.0,8.8
634,24.4333333,15.7183263,1.0,8.8
635,24.4666667,15.7136437,1.0,8.8
636,24.5,15.7090304,1.0,8.8
637,24.5333333,15.7044923,1.0,8.8
638,24.5666667,15.700035,1.0,8.8
639,24.6,15.695664,1.0,8.8
640,24.6333333,15.6913815,1.0,8.8
641,24.6666667,15.6871548,1.0,8.8
642,24.7,15.6829644,1.0,8.8
643,24.7333333,15.6788163,1.0,8.8
644,24.7666667,15.6747176,1.0,8.8
645,24.8,15.6706751,1.0,8.8
646,24.8333333,15.6666953,1.0,8.8
647,24.8666667,15.6627841,1.0,8.8
648,24.9,15.6589471,1.0,8.8
649,24.9333333,15.6551895,1.0,8.8
650,24.9666667,15.6515163,1.0,8.8
651,25.0,15.6479171,1.0,8.8
652,25.0333333,15.6443531,1.0,8.8
653,25.0666667,15.6408231,1.0,8.8
654,25.1,15.6373345,1.0,8.8
655,25.1333333,15.6338941,1.0,8.8
656,25.1666667,15.6305084,1.0,8.8
657,25.2,15.6271833,1.0,8.8
658,25.2333333,15.6239246,1.0,8.8
659,25.2666667,15.6207375,1.0,8.8
660,25.3,15.617627,1.0,8.8
661,25.3333333,15.6145947,1.0,8.8
662,25.3666667,15.6116079,1.0,8.8
663,25.4,15.6086479,1.0,8.8
664,25.4333333,15.6057207,1.0,8.8
665,25.4666667,15.6028331,1.0,8.8
666,25.5,15.5999917,1.0,8.8
667,25.5333333,15.5972027,1.0,8.8
668,25.5666667,15.5944718,1.0,8.8
669,25.6,15.5918044,1.0,8.8
670,25.6333333,15.5892057,1.0,8.8
671,25.6666667,15.5866805,1.0,8.8
672,25.7,15.5842163,1.0,8.8
673,25.7333333,15.5817751,1.0,8.8
674,25.7666667,15.579358,1.0,8.8
675,25.8,15.5769722,1.0,8.8
676,25.8333333,15.5746243,1.0,8.8
677,25.8666667,15.5723208,1.0,8.8
678,25.9,15.5700675,1.0,8.8
679,25.9333333,15.56787,1.0,8.8
680,25.9666667,15.5657335,1.0,8.8
681,26.0,15.5636631,1.0,8.8
682,26.0333333,15.5616567,1.0,8.8
683,26.0666667,15.5596795,1.0,8.8
684,26.1,15.5577196,1.0,8.8
685,26.1333333,15.5557831,1.0,8.8
686,26.1666667,15.5538771,1.0,8.8
687,26.2,15.552008,1.0,8.8
688,26.2333333,15.5501819,1.0,8.8
689,26.2666667,15.5484045,1.0,8.8
690,26.3,15.5466812,1.0,8.8
691,26.3333333,15.5450171,1.0,8.8
692,26.3666667,15.5434169,1.0,8.8
693,26.4,15.5418519,1.0,8.8
694,26.4333333,15.5402983,1.0,8.8
695,26.4666667,15.5387613,1.0,8.8
696,26.5,15.5372479,1.0,8.8
697,26.5333333,15.5357649,1.0,8.8
698,26.5666667,15.5343183,1.0,8.8
699,26.6,15.5329141,1.0,8.8
700,26.6333333,15.5315578,1.0,8.8
701,26.6666667,15.5302545,1.0,8.8
702,26.7,15.5290091,1.0,8.8
703,26.7333333,15.5278075,1.0,8.8
704,26.7666667,15.5266129,1.0,8.8
705,26.8,15.5254288,1.0,8.8
706,26.8333333,15.5242624,1.0,8.8
707,26.8666667,15.5231204,1.0,8.8
708,26.9,15.5220091,1.0,8.8
709,26.9333333,15.5209345,1.0,8.8
710,26.9666667,15.5199026,1.0,8.8
711,27.0,15.518919,1.0,8.8
712,27.0333333,15.5179889,1.0,8.8
713,27.0666667,15.5170325,1.0,8.8
714,27.1,15.5157502,1.0,8.8
715,27.1333333,15.514096,1.0,8.8
716,27.1666667,15.5121034,1.0,8.8
717,27.2,15.5098041,1.0,8.8
718,27.2333333,15.5072283,1.0,8.8
719,27.2666667,15.5044042,1.0,8.8
720,27.3,15.501359,1.0,8.8
721,27.3333333,15.4981178,1.0,8.8
722,27.3666667,15.4946859,1.0,8.8
723,27.4,15.491032,1.0,8.8
724,27.4333333,15.4871748,1.0,8.8
725,27.4666667,15.4831389,1.0,8.8
726,27.5,15.4789473,1.0,8.8
727,27.5333333,15.474622,1.0,8.8
728,27.5666667,15.4701835,1.0,8.8
729,27.6,15.4656513,1.0,8.8
730,27.6333333,15.4610439,1.0,8.8
731,27.6666667,15.4563578,1.0,8.8
732,27.7,15.4515667,1.0,8.8
733,27.7333333,15.4466865,1.0,8.8
734,27.7666667,15.4417352,1.0,8.8
735,27.8,15.4367298,1.0,8.8
736,27.8333333,15.4316864,1.0,8.8
737,27.8666667,15.4266202,1.0,8.8
738,27.9,15.4215454,1.0,8.8
739,27.9333333,15.4164756,1.0,8.8
740,27.9666667,15.4114,1.0,8.8
741,28.0,15.4062908,1.0,8.8
742,28.0333333,15.4011598,1.0,8.8
743,28.0666667,15.396021,1.0,8.8
744,28.1,15.3908877,1.0,8.8
745,28.1333333,15.3857722,1.0,8.8
746,28.1666667,15.3806862,1.0,8.8
747,28.2,15.3756407,1.0,8.8
748,28.2333333,15.370646,1.0,8.8
749,28.2666667,15.3656889,1.0,8.8
750,28.3,15.3607386,1.0,8.8
751,28.3333333,15.3558042,1.0,8.8
752,28.3666667,15.3508958,1.0,8.8
753,28.4,15.346023,1.0,8.8
754,28.4333333,15.3411947,1.0,8.8
755,28.4666667,15.3364192,1.0,8.8
756,28.5,15.3317044,1.0,8.8
757,28.5333333,15.3270576,1.0,8.8
758,28.5666667,15.3224858,1.0,8.8
759,28.6,15.3179811,1.0,8.8
760,28.6333333,15.313507,1.0,8.8
761,28.6666667,15.3090636,1.0,8.8
762,28.7,15.3046598,1.0,8.8
763,28.7333333,15.3003038,1.0,8.8
764,28.7666667,15.2960033,1.0,8.8
765,28.8,15.2917657,1.0,8.8
766,28.8333333,15.2875979,1.0,8.8
767,28.8666667,15.2835062,1.0,8.8
768,28.9,15.2794966,1.0,8.8
769,28.9333333,15.2755728,1.0,8.8
770,28.9666667,15.2717038,1.0,8.8
771,29.0,15.2678707,1.0,8.8
772,29.0333333,15.2640799,1.0,8.8
773,29.0666667,15.2603389,1.0,8.8
774,29.1,15.2566549,1.0,8.8
775,29.1333333,15.2530349,1.0,8.8
776,29.1666667,15.249485,1.0,8.8
777,29.2,15.2460113,1.0,8.8
778,29.2333333,15.2426193,1.0,8.8
779,29.2666667,15.2393142,1.0,8.8
780,29.3,15.2360874,1.0,8.8
781,29.3333333,15.2329016,1.0,8.8
782,29.3666667,15.2297547,1.0,8.8
783,29.4,15.2266541,1.0,8.8
784,29.4333333,15.2236069,1.0,8.8
785,29.4666667,15.2206196,1.0,8.8
786,29.5,15.2176983,1.0,8.8
787,29.5333333,15.2148487,1.0,8.8
788,29.5666667,15.2120763,1.0,8.8
789,29.6,15.209386,1.0,8.8
790,29.6333333,15.2067808,1.0,8.8
791,29.6666667,15.2042294,1.0,8.8
792,29.7,15.2017123,1.0,8.8
793,29.7333333,15.1992349,1.0,8.8
794,29.7666667,15.1968042,1.0,8.8
795,29.8,15.1944267,1.0,8.8
796,29.8333333,15.1921084,1.0,8.8
797,29.8666667,15.1898551,1.0,8.8
798,29.9,15.1876721,1.0,8.8
799,29.9333333,15.1855645,1.0,8.8
800,29.9666667,15.1835368,1.0,8.8
801,30.0,15.1815799,1.0,8.8
802,30.0333333,15.1796565,1.0,8.8
803,30.0666667,15.1777646,1.0,8.8
804,30.1,15.1759111,1.0,8.8
805,30.1333333,15.1741027,1.0,8.8
806,30.1666667,15.1723454,1.0,8.8
807,30.2,15.1706451,1.0,8.8
808,30.2333333,15.1690072,1.0,8.8
809,30.2666667,15.1674368,1.0,8.8
810,30.3,15.1659386,1.0,8.8
811,30.3333333,15.1645146,1.0,8.8
812,30.3666667,15.1631336,1.0,8.8
813,30.4,15.161777,1.0,8.8
814,30.4333333,15.16045,1.0,8.8
815,30.4666667,15.1591596,1.0,8.8
816,30.5,15.1579118,1.0,8.8
817,30.5333333,15.1567126,1.0,8.8
818,30.5666667,15.1555676,1.0,8.8
819,30.6,15.154482,1.0,8.8
820,30.6333333,15.1534607,1.0,8.8
821,30.6666667,15.1525082,1.0,8.8
822,30.7,15.1516134,1.0,8.8
823,30.7333333,15.1507394,1.0,8.8
824,30.7666667,15.1498865,1.0,8.8
825,30.8,15.1490617,1.0,8.8
826,30.8333333,15.1482713,1.0,8.8
827,30.8666667,15.1475216,1.0,8.8
828,30.9,15.1468182,1.0,8.8
829,30.9333333,15.1461664,1.0,8.8
830,30.9666667,15.1455714,1.0,8.8
831,31.0,15.1450378,1.0,8.8
832,31.0333333,15.1445642,1.0,8.8
833,31.0666667,15.1441173,1.0,8.8
834,31.1,15.1436848,1.0,8.8
835,31.1333333,15.1432725,1.0,8.8
836,31.1666667,15.1428873,1.0,8.8
837,31.2,15.1425353,1.0,8.8
838,31.2333333,15.1422224,1.0,8.8
839,31.2666667,15.1419541,1.0,8.8
840,31.3,15.1417357,1.0,8.8
841,31.3333333,15.141572,1.0,8.8
842,31.3666667,15.1414676,1.0,8.8
843,31.4,15.1413957,1.0,8.8
844,31.4333333,15.1413323,1.0,8.8
845,31.4666667,15.1412824,1.0,8.8
846,31.5,15.1412528,1.0,8.8
847,31.5333333,15.1412498,1.0,8.8
848,31.5666667,15.1412796,1.0,8.8
849,31.6,15.1413476,1.0,8.8
850,31.6333333,15.1414593,1.0,8.8
851,31.6666667,15.1416196,1.0,8.8
852,31.7,15.1418333,1.0,8.8
853,31.7333333,15.1420873,1.0,8.8
854,31.7666667,15.1423456,1.0,8.8
855,31.8,15.1426114,1.0,8.8
856,31.8333333,15.1428915,1.0,8.8
857,31.8666667,15.1431924,1.0,8.8
858,31.9,15.1435203,1.0,8.8
859,31.9333333,15.1438808,1.0,8.8
860,31.9666667,15.1442795,1.0,8.8
861,32.0,15.1447217,1.0,8.8
862,32.0333333,15.1452127,1.0,8.8
863,32.0666667,15.1456755,1.0,8.8
864,32.1,15.1458117,1.0,8.8
865,32.1333333,15.145572,1.0,8.8
866,32.1666667,15.1449897,1.0,8.8
867,32.2,15.1440963,1.0,8.8
868,32.2333333,15.1429218,1.0,8.8
869,32.2666667,15.1414943,1.0,8.8
870,32.3,15.1398406,1.0,8.8
871,32.3333333,15.137986,1.0,8.8
872,32.3666667,15.1359362,1.0,8.8
873,32.4,15.1336617,1.0,8.8
874,32.4333333,15.1311806,1.0,8.8
875,32.4666667,15.1285171,1.0,8.8
876,32.5,15.1256943,1.0,8.8
877,32.5333333,15.1227336,1.0,8.8
878,32.5666667,15.1196556,1.0,8.8
879,32.6,15.1164795,1.0,8.8
880,32.6333333,15.1132236,1.0,8.8
881,32.6666667,15.1098853,1.0,8.8
882,32.7,15.1064389,1.0,8.8
883,32.7333333,15.1029003,1.0,8.8
884,32.7666667,15.0992873,1.0,8.8
885,32.8,15.0956166,1.0,8.8
886,32.8333333,15.0919042,1.0,8.8
887,32.8666667,15.0881649,1.0,8.8
888,32.9,15.0844128,1.0,8.8
889,32.9333333,15.0806613,1.0,8.8
890,32.9666667,15.0769004,1.0,8.8
891,33.0,15.0731029,1.0,8.8
892,33.0333333,15.0692804,1.0,8.8
893,33.0666667,15.0654467,1.0,8.8
894,33.1,15.0616148,1.0,8.8
895,33.1333333,15.057797,1.0,8.8
896,33.1666667,15.0540047,1.0,8.8
897,33.2,15.0502486,1.0,8.8
898,33.2333333,15.0465391,1.0,8.8
899,33.2666667,15.0428632,1.0,8.8
900,33.3,15.0391911,1.0,8.8
901,33.3333333,15.0355316,1.0,8.8
902,33.3666667,15.0318947,1.0,8.8
903,33.4,15.0282898,1.0,8.8
904,33.4333333,15.0247254,1.0,8.8
905,33.4666667,15.0212097,1.0,8.8
906,33.5,15.0177505,1.0,8.8
907,33.5333333,15.0143548,1.0,8.8
908,33.5666667,15.0110295,1.0,8.8
909,33.6,15.0077667,1.0,8.8
910,33.6333333,15.0045308,1.0,8.8
911,33.6666667,15.0013222,1.0,8.8
912,33.7,14.9981494,1.0,8.8
913,33.7333333,14.9950205,1.0,8.8
914,33.7666667,14.9919432,1.0,8.8
915,33.8,14.9889245,1.0,8.8
916,33.8333333,14.9859711,1.0,8.8
917,33.8666667,14.9830894,1.0,8.8
918,33.9,14.9802852,1.0,8.8
919,33.9333333,14.9775619,1.0,8.8
920,33.9666667,14.9748892,1.0,8.8
921,34.0,14.9722489,1.0,8.8
922,34.0333333,14.9696472,1.0,8.8
923,34.0666667,14.9670916,1.0,8.8
924,34.1,14.9645891,1.0,8.8
925,34.1333333,14.9621464,1.0,8.8
926,34.1666667,14.9597697,1.0,8.8
927,34.2,14.9574648,1.0,8.8
928,34.2333333,14.9552371,1.0,8.8
929,34.2666667,14.9530918,1.0,8.8
930,34.3,14.9510201,1.0,8.8
931,34.3333333,14.9489852,1.0,8.8
932,34.3666667,14.9469857,1.0,8.8
933,34.4,14.9450287,1.0,8.8
934,34.4333333,14.9431212,1.0,8.8
935,34.4666667,14.9412695,1.0,8.8
936,34.5,14.9394797,1.0,8.8
937,34.5333333,14.9377573,1.0,8.8
938,34.5666667,14.9361077,1.0,8.8
939,34.6,14.9345358,1.0,8.8
940,34.6333333,14.9330441,1.0,8.8
941,34.6666667,14.9316018,1.0,8.8
942,34.7,14.9301901,1.0,8.8
943,34.7333333,14.9288145,1.0,8.8
944,34.7666667,14.9274818,1.0,8.8
945,34.8,14.9261984,1.0,8.8
946,34.8333333,14.9249701,1.0,8.8
947,34.8666667,14.9238027,1.0,8.8
948,34.9,14.9227015,1.0,8.8
949,34.9333333,14.9216712,1.0,8.8
950,34.9666667,14.9207165,1.0,8.8
951,35.0,14.9198279,1.0,8.8
952,35.0333333,14.9189687,1.0,8.8
953,35.0666667,14.9181374,1.0,8.8
954,35.1,14.9173409,1.0,8.8
955,35.1333333,14.9165858,1.0,8.8
956,35.1666667,14.9158779,1.0,8.8
957,35.2,14.9152231,1.0,8.8
958,35.2333333,14.9146267,1.0,8.8
959,35.2666667,14.9140936,1.0,8.8
960,35.3,14.9136285,1.0,8.8
961,35.3333333,14.9132331,1.0,8.8
962,35.3666667,14.9128762,1.0,8.8
963,35.4,14.9125402,1.0,8.8
964,35.4333333,14.9122305,1.0,8.8
965,35.4666667,14.9119537,1.0,8.8
966,35.5,14.9117159,1.0,8.8
967,35.5333333,14.911523,1.0,8.8
968,35.5666667,14.9113804,1.0,8.8
969,35.6,14.9112934,1.0,8.8
970,35.6333333,14.9112665,1.0,8.8
971,35.6666667,14.9113045,1.0,8.8
972,35.7,14.9113956,1.0,8.8
973,35.7333333,14.9115036,1.0,8.8
974,35.7666667,14.9116294,1.0,8.8
975,35.8,14.9117799,1.0,8.8
976,35.8333333,14.9119615,1.0,8.8
977,35.8666667,14.91218,1.0,8.8
978,35.9,14.9124413,1.0,8.8
979,35.9333333,14.9127506,1.0,8.8
980,35.9666667,14.9131128,1.0,8.8
981,36.0,14.9135326,1.0,8.8
982,36.0333333,14.9140081,1.0,8.8
983,36.0666667,14.9145061,1.0,8.8
984,36.1,14.9150153,1.0,8.8
985,36.1333333,14.9155416,1.0,8.8
986,36.1666667,14.9160916,1.0,8.8
987,36.2,14.9166715,1.0,8.8
988,36.2333333,14.9172871,1.0,8.8
989,36.2666667,14.9179439,1.0,8.8
990,36.3,14.9186469,1.0,8.8
991,36.3333333,14.9194009,1.0,8.8
992,36.3666667,14.9202106,1.0,8.8
993,36.4,14.9210481,1.0,8.8
994,36.4333333,14.921891,1.0,8.8
995,36.4666667,14.9227444,1.0,8.8
996,36.5,14.9236149,1.0,8.8
997,36.5333333,14.924509,1.0,8.8
998,36.5666667,14.9254325,1.0,8.8
999,36.6,14.926391,1.0,8.8
1000,36.6333333,14.9273898,1.0,8.8
